,Pre Context,Post Context,Current Utterance,No,csi_annotations_final
439,Joey Tribbiani: Bwah-hah-hah!,"Ross Geller: OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",TRANSCRIPT_NOTE: (Everyone starts to imitate him.),45,[]
440,TRANSCRIPT_NOTE: (Everyone starts to imitate him.),"TRANSCRIPT_NOTE: (The lights come back on, and Rachel and Paolo are making out. Ross clutches his chest.)","Ross Geller: OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",45,[]
441,"Ross Geller: OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",Ross Geller: Oh.. oh... oh.,"TRANSCRIPT_NOTE: (The lights come back on, and Rachel and Paolo are making out. Ross clutches his chest.)",45,"[('making out', 'S', '2', 'I'), ('making out', 'T', '2', 'I')]"
442,"TRANSCRIPT_NOTE: (The lights come back on, and Rachel and Paolo are making out. Ross clutches his chest.)","Joey Tribbiani: Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica.",Ross Geller: Oh.. oh... oh.,45,[]
443,Ross Geller: Oh.. oh... oh.,,"Joey Tribbiani: Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica.",45,[]
444,,"Chandler Bing: Yes. Yes, thanks for letting me use your phone... and for saving my life.","Jill Goodacre: Well, this has been fun.",46,[]
445,"Jill Goodacre: Well, this has been fun.","Jill Goodacre: Well, goodbye Chandler. I had a great blackout. See ya.","Chandler Bing: Yes. Yes, thanks for letting me use your phone... and for saving my life.",46,[]
446,"Chandler Bing: Yes. Yes, thanks for letting me use your phone... and for saving my life.","TRANSCRIPT_NOTE: (She leaves. Chandler presses his face to the glass door after her, stroking the window lovingly. He then turns to the security camera and starts talking to it.)","Jill Goodacre: Well, goodbye Chandler. I had a great blackout. See ya.",46,[]
447,"Jill Goodacre: Well, goodbye Chandler. I had a great blackout. See ya.","Chandler Bing: Hi, um, I'm account number 7143457. And, uh, I don't know if you got any of that, but I would really like a copy of the tape.","TRANSCRIPT_NOTE: (She leaves. Chandler presses his face to the glass door after her, stroking the window lovingly. He then turns to the security camera and starts talking to it.)",46,[]
448,"TRANSCRIPT_NOTE: (She leaves. Chandler presses his face to the glass door after her, stroking the window lovingly. He then turns to the security camera and starts talking to it.)",,"Chandler Bing: Hi, um, I'm account number 7143457. And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",46,[]
449,,"Shelley: Question. You're not dating anybody, are you, because I met somebody who would be perfect for you.",Chandler Bing: Dehydrated Japanese noodles under fluorescent lights... does it get better than this?,47,[]
450,Chandler Bing: Dehydrated Japanese noodles under fluorescent lights... does it get better than this?,"Chandler Bing: Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'...","Shelley: Question. You're not dating anybody, are you, because I met somebody who would be perfect for you.",47,[]
451,"Shelley: Question. You're not dating anybody, are you, because I met somebody who would be perfect for you.",Shelley: Do you want a date Saturday?,"Chandler Bing: Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'...",47,[]
452,"Chandler Bing: Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'...",Chandler Bing: Yes please.,Shelley: Do you want a date Saturday?,47,[]
453,Shelley: Do you want a date Saturday?,"Shelley: Okay. He's cute, he's funny, he's-",Chandler Bing: Yes please.,47,[]
454,Chandler Bing: Yes please.,Chandler Bing: He's a he?,"Shelley: Okay. He's cute, he's funny, he's-",47,[]
455,"Shelley: Okay. He's cute, he's funny, he's-","Shelley: Well yeah! ...Oh God. I- just- I thought- Good, Shelley. I'm just gonna go flush myself down the toilet now... Okay, goodbye...",Chandler Bing: He's a he?,47,[]
456,Chandler Bing: He's a he?,,"Shelley: Well yeah! ...Oh God. I- just- I thought- Good, Shelley. I'm just gonna go flush myself down the toilet now... Okay, goodbye...",47,"[('flush myself down the toilet', 'F', '2', 'I')]"
457,,"Judy Geller: Well, that doesn't mean she can't look nice!",Ross Geller: I thought it was gonna be a closed casket.,48,"[('closed casket', 'I', '2', 'I')]"
458,Ross Geller: I thought it was gonna be a closed casket.,"TRANSCRIPT_NOTE: (They open a cupboard which, amongst other things, contains a chest of drawers)","Judy Geller: Well, that doesn't mean she can't look nice!",48,[]
459,"Judy Geller: Well, that doesn't mean she can't look nice!","Judy Geller: Sweetie, you think you can get in there?","TRANSCRIPT_NOTE: (They open a cupboard which, amongst other things, contains a chest of drawers)",48,"[('cupboard', 'M', '2', 'T'), ('chest of drawers', 'M', '2', 'T')]"
460,"TRANSCRIPT_NOTE: (They open a cupboard which, amongst other things, contains a chest of drawers)",Ross Geller: I don't see why not.,"Judy Geller: Sweetie, you think you can get in there?",48,[]
461,"Judy Geller: Sweetie, you think you can get in there?",TRANSCRIPT_NOTE: (He tries pushing against the chest of drawers. Then he opens one of the drawers and climbs into the closet using that; he falls behind the chest of drawers with a shout.),Ross Geller: I don't see why not.,48,[]
462,Ross Geller: I don't see why not.,Ross Geller: Here's my retainer!,TRANSCRIPT_NOTE: (He tries pushing against the chest of drawers. Then he opens one of the drawers and climbs into the closet using that; he falls behind the chest of drawers with a shout.),48,[]
463,TRANSCRIPT_NOTE: (He tries pushing against the chest of drawers. Then he opens one of the drawers and climbs into the closet using that; he falls behind the chest of drawers with a shout.),,Ross Geller: Here's my retainer!,48,"[('retainer', 'M', '2', 'T')]"
464,,Monica Geller: Dad!,Ross Geller: I was just thinking. When my time comes-,49,[]
465,Ross Geller: I was just thinking. When my time comes-,"Ross Geller: Listen to me! When my time comes, I wanna be buried at sea.",Monica Geller: Dad!,49,[]
466,Monica Geller: Dad!,Monica Geller: You what?,"Ross Geller: Listen to me! When my time comes, I wanna be buried at sea.",49,"[('buried at sea', 'E', '3', 'T')]"
467,"Ross Geller: Listen to me! When my time comes, I wanna be buried at sea.","Ross Geller: I wanna be buried at sea, it looks like fun.",Monica Geller: You what?,49,[]
468,Monica Geller: You what?,Monica Geller: Define fun.,"Ross Geller: I wanna be buried at sea, it looks like fun.",49,"[('buried at sea', 'E', '3', 'T')]"
469,"Ross Geller: I wanna be buried at sea, it looks like fun.","Ross Geller: C'mon, you'll make a day of it! You'll rent a boat, pack a lunch...",Monica Geller: Define fun.,49,[]
470,Monica Geller: Define fun.,"Monica Geller: ...And then we throw your body in the water... Gee, that does sound fun.","Ross Geller: C'mon, you'll make a day of it! You'll rent a boat, pack a lunch...",49,"[('rent a boat', 'E', '2', 'T'), ('pack a lunch', 'M', '2', 'T')]"
471,"Ross Geller: C'mon, you'll make a day of it! You'll rent a boat, pack a lunch...","Ross Geller: Everyone thinks they know me. Everyone says 'Jack Geller, so predictable'. Maybe after I'm gone, they'll say 'Buried at sea! Huh!'.","Monica Geller: ...And then we throw your body in the water... Gee, that does sound fun.",49,"[('throw your body in the water', 'O', '3', 'I')]"
472,"Monica Geller: ...And then we throw your body in the water... Gee, that does sound fun.",Monica Geller: That's probably what they'll say.,"Ross Geller: Everyone thinks they know me. Everyone says 'Jack Geller, so predictable'. Maybe after I'm gone, they'll say 'Buried at sea! Huh!'.",49,"[('Buried at sea', 'I', '2', 'I')]"
473,"Ross Geller: Everyone thinks they know me. Everyone says 'Jack Geller, so predictable'. Maybe after I'm gone, they'll say 'Buried at sea! Huh!'.",Ross Geller: I'd like that.,Monica Geller: That's probably what they'll say.,49,[]
474,Monica Geller: That's probably what they'll say.,,Ross Geller: I'd like that.,49,[]
475,,"Shelley: Hey. Look, I'm sorry about yesterday, I, um-","Chandler Bing: Hey, gorgeous.",50,[]
476,"Chandler Bing: Hey, gorgeous.","Chandler Bing: No, nono, don't- don't worry about it. Believe me, apparently other people have made the same mistake.","Shelley: Hey. Look, I'm sorry about yesterday, I, um-",50,[]
477,"Shelley: Hey. Look, I'm sorry about yesterday, I, um-",Shelley: Oh! Okay! Phew!,"Chandler Bing: No, nono, don't- don't worry about it. Believe me, apparently other people have made the same mistake.",50,[]
478,"Chandler Bing: No, nono, don't- don't worry about it. Believe me, apparently other people have made the same mistake.","Chandler Bing: So, uh... what do you think it is about me?",Shelley: Oh! Okay! Phew!,50,[]
479,Shelley: Oh! Okay! Phew!,"Shelley: I dunno, uh... you just have a-a...","Chandler Bing: So, uh... what do you think it is about me?",50,[]
480,"Chandler Bing: So, uh... what do you think it is about me?","Chandler Bing: ...Quality, right, great.","Shelley: I dunno, uh... you just have a-a...",50,[]
481,"Shelley: I dunno, uh... you just have a-a...","Shelley: Y'know, it's a shame, because you and Lowell would've made a great couple.","Chandler Bing: ...Quality, right, great.",50,[]
482,"Chandler Bing: ...Quality, right, great.","Chandler Bing: Lowell? Financial Services' Lowell, that's who you saw me with?","Shelley: Y'know, it's a shame, because you and Lowell would've made a great couple.",50,[]
483,"Shelley: Y'know, it's a shame, because you and Lowell would've made a great couple.",Shelley: What? He's cute!,"Chandler Bing: Lowell? Financial Services' Lowell, that's who you saw me with?",50,"[('Financial Services', 'M', '2', 'I'), ('Lowell', 'I', '2', 'I')]"
484,"Chandler Bing: Lowell? Financial Services' Lowell, that's who you saw me with?","Chandler Bing: Well, yeah... 's'no Brian in Payroll.",Shelley: What? He's cute!,50,[]
485,Shelley: What? He's cute!,Shelley: Is Brian...?,"Chandler Bing: Well, yeah... 's'no Brian in Payroll.",50,[]
486,"Chandler Bing: Well, yeah... 's'no Brian in Payroll.","Chandler Bing: No! Uh, I d'know! The point is, if you were gonna set me up with someone, I'd like to think you'd set me up with someone like him.",Shelley: Is Brian...?,50,[]
487,Shelley: Is Brian...?,"Shelley: Well, I think Brian's a little out of your league.","Chandler Bing: No! Uh, I d'know! The point is, if you were gonna set me up with someone, I'd like to think you'd set me up with someone like him.",50,[]
488,"Chandler Bing: No! Uh, I d'know! The point is, if you were gonna set me up with someone, I'd like to think you'd set me up with someone like him.",Chandler Bing: Excuse me? You don't think I could get a Brian? Because I could get a Brian. Believe you me. ...I'm really not.,"Shelley: Well, I think Brian's a little out of your league.",50,[]
489,"Shelley: Well, I think Brian's a little out of your league.",,Chandler Bing: Excuse me? You don't think I could get a Brian? Because I could get a Brian. Believe you me. ...I'm really not.,50,"[('get a Brian', 'F', '3', 'I')]"
490,,Monica Geller: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?,"Ross Geller: How we doing, you guys ready?",51,[]
491,"Ross Geller: How we doing, you guys ready?",Ross Geller: Some days it's all I can think about.,Monica Geller: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?,51,[]
492,Monica Geller: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?,"Phoebe Buffay: Hi, sorry I'm late, I couldn't find my bearings.",Ross Geller: Some days it's all I can think about.,51,[]
493,Ross Geller: Some days it's all I can think about.,"Rachel Green: Oh, you-you mean your earrings?","Phoebe Buffay: Hi, sorry I'm late, I couldn't find my bearings.",51,[]
494,"Phoebe Buffay: Hi, sorry I'm late, I couldn't find my bearings.",Phoebe Buffay: What'd I say?,"Rachel Green: Oh, you-you mean your earrings?",51,[]
495,"Rachel Green: Oh, you-you mean your earrings?",Rachel Green: Hm-m.,Phoebe Buffay: What'd I say?,51,[]
496,Phoebe Buffay: What'd I say?,Monica Geller: Are these the shoes?,Rachel Green: Hm-m.,51,[]
497,Rachel Green: Hm-m.,Rachel Green: Yes. Paolo sent them from Italy.,Monica Geller: Are these the shoes?,51,[]
498,Monica Geller: Are these the shoes?,"Ross Geller: What, we-uh- we don't have shoes here, or...?",Rachel Green: Yes. Paolo sent them from Italy.,51,"[('Italy', 'E', '2', 'T')]"
499,Rachel Green: Yes. Paolo sent them from Italy.,Joey Tribbiani: Morning. We ready to go?,"Ross Geller: What, we-uh- we don't have shoes here, or...?",51,[]
500,"Ross Geller: What, we-uh- we don't have shoes here, or...?","Chandler Bing: Well, don't we look nice all dressed up?...It's stuff like that, isn't it?",Joey Tribbiani: Morning. We ready to go?,51,[]
501,Joey Tribbiani: Morning. We ready to go?,TRANSCRIPT_NOTE: (They all leave.),"Chandler Bing: Well, don't we look nice all dressed up?...It's stuff like that, isn't it?",51,[]
502,"Chandler Bing: Well, don't we look nice all dressed up?...It's stuff like that, isn't it?",,TRANSCRIPT_NOTE: (They all leave.),51,[]
503,,Ross Geller: That little naked guy would be me.,"Rachel Green: Hey, who's this little naked guy?",52,"[('little naked guy', 'O', '3', 'I')]"
504,"Rachel Green: Hey, who's this little naked guy?","Rachel Green: Aww, look at the little thing.",Ross Geller: That little naked guy would be me.,52,"[('little naked guy', 'F', '2', 'I')]"
505,Ross Geller: That little naked guy would be me.,"Ross Geller: Yes, yes, fine, that is my penis. Can we be grown-ups now?","Rachel Green: Aww, look at the little thing.",52,[]
506,"Rachel Green: Aww, look at the little thing.",Chandler Bing: Who are those people?,"Ross Geller: Yes, yes, fine, that is my penis. Can we be grown-ups now?",52,"[('penis', 'F', '2', 'I'), ('penis', 'T', '2', 'I')]"
507,"Ross Geller: Yes, yes, fine, that is my penis. Can we be grown-ups now?",Ross Geller: Got me.,Chandler Bing: Who are those people?,52,[]
508,Chandler Bing: Who are those people?,"Monica Geller: Oh, that's Nana, right there in the middle. 'Me and the gang at Java Joe's'.",Ross Geller: Got me.,52,[]
509,Ross Geller: Got me.,"Rachel Green: Wow, Monica, you look just like your grandmother. How old was she there?","Monica Geller: Oh, that's Nana, right there in the middle. 'Me and the gang at Java Joe's'.",52,"[(""Java Joe's"", 'M', '3', 'T')]"
510,"Monica Geller: Oh, that's Nana, right there in the middle. 'Me and the gang at Java Joe's'.","Monica Geller: Let's see, 1939... yeah, 24, 25?","Rachel Green: Wow, Monica, you look just like your grandmother. How old was she there?",52,[]
511,"Rachel Green: Wow, Monica, you look just like your grandmother. How old was she there?",Ross Geller: Looks like a fun gang.,"Monica Geller: Let's see, 1939... yeah, 24, 25?",52,[]
512,"Monica Geller: Let's see, 1939... yeah, 24, 25?","Joey Tribbiani: Ooh, look-look-look-look-look! I got Monica naked!",Ross Geller: Looks like a fun gang.,52,[]
513,Ross Geller: Looks like a fun gang.,"Ross Geller: Nono, that would be me again. I'm, uh, just trying something.","Joey Tribbiani: Ooh, look-look-look-look-look! I got Monica naked!",52,"[('naked', 'O', '3', 'I')]"
