,Pre Context,Post Context,Current Utterance,No,csi items,categories,foreignness,level,corresponding_values,corresponding_values_filtered,csi_items_all,csi_items_fil
3724,Monica Geller: I'm in the shower!,"Ross Geller: Oh, fire! There, there's a fire! Fire!!",TRANSCRIPT_NOTE: [He closes the door and walks over to get something from the fridge. He starts to smell something and turns around to see Phoebe's dollhouse smoking. He runs over and takes off the roof to reveal that the dollhouse fire.],362,"['fridge', 'dollhouse', 'takes off the roof']","['M', 'M', 'G']","['1', '2', '2']","['T', 'T', 'I']","[('fridge', 'M', '1', 'T'), ('dollhouse', 'M', '2', 'T'), ('takes off the roof', 'G', '2', 'I')]","[('dollhouse', 'M', '2', 'T')]",3,2
3725,TRANSCRIPT_NOTE: [He closes the door and walks over to get something from the fridge. He starts to smell something and turns around to see Phoebe's dollhouse smoking. He runs over and takes off the roof to reveal that the dollhouse fire.],"TRANSCRIPT_NOTE: [He tries to blow it out, and obviously, it doesn't work. He runs over to the sink to get a glass of water to put out the fire, but since Monica is in the shower the water pressure is very low and takes a long time to fill the glass. In desperation he takes the half full glass over and dumps it on the fire, it doesn't work. He then picks up the dollhouse and considers bringing it over to the sink, but decides to take it into the bathroom and use the shower to put it out. He kicks open the door and we hear Monica scream at the top of her lungs.]","Ross Geller: Oh, fire! There, there's a fire! Fire!!",362,[],[],[],[],[],[],0,0
3726,"Ross Geller: Oh, fire! There, there's a fire! Fire!!",,"TRANSCRIPT_NOTE: [He tries to blow it out, and obviously, it doesn't work. He runs over to the sink to get a glass of water to put out the fire, but since Monica is in the shower the water pressure is very low and takes a long time to fill the glass. In desperation he takes the half full glass over and dumps it on the fire, it doesn't work. He then picks up the dollhouse and considers bringing it over to the sink, but decides to take it into the bathroom and use the shower to put it out. He kicks open the door and we hear Monica scream at the top of her lungs.]",362,['dollhouse'],['M'],['2'],['T'],"[('dollhouse', 'M', '2', 'T')]","[('dollhouse', 'M', '2', 'T')]",1,1
3727,,Joey Tribbiani: Hey.,"TRANSCRIPT_NOTE: [Scene: The Theatre, Kate is arriving for rehearsal.]",363,"['theatre', 'rehearsal']","['M', 'S']","['2', '2']","['T', 'T']","[('theatre', 'M', '2', 'T'), ('rehearsal', 'S', '2', 'T')]","[('theatre', 'M', '2', 'T'), ('rehearsal', 'S', '2', 'T')]",2,2
3728,"TRANSCRIPT_NOTE: [Scene: The Theatre, Kate is arriving for rehearsal.]",Kate Miller: Hi.,Joey Tribbiani: Hey.,363,[],[],[],[],[],[],0,0
3729,Joey Tribbiani: Hey.,"Joey Tribbiani: So I ah, talked to Lauren, kinda told her how things were with us. Did you ah, did you talk to Marshall?",Kate Miller: Hi.,363,[],[],[],[],[],[],0,0
3730,Kate Miller: Hi.,Kate Miller: About what?,"Joey Tribbiani: So I ah, talked to Lauren, kinda told her how things were with us. Did you ah, did you talk to Marshall?",363,['ah'],['F'],['1'],['I'],"[('ah', 'F', '1', 'I')]",[],1,0
3731,"Joey Tribbiani: So I ah, talked to Lauren, kinda told her how things were with us. Did you ah, did you talk to Marshall?","Joey Tribbiani: Y'know, about what happened with us.",Kate Miller: About what?,363,[],[],[],[],[],[],0,0
3732,Kate Miller: About what?,"Kate Miller: Nooo. And there's really no reason he should find out, so ah let's not make a big deal about it, okay?","Joey Tribbiani: Y'know, about what happened with us.",363,"[""Y'know""]",['G'],['2'],['I'],"[(""Y'know"", 'G', '2', 'I')]",[],1,1
3733,"Joey Tribbiani: Y'know, about what happened with us.","Joey Tribbiani: What are you talking about? It was a big deal. I mean, come on you can't tell me last night didn't mean something to you. I-I was there, you're not that good an actress.","Kate Miller: Nooo. And there's really no reason he should find out, so ah let's not make a big deal about it, okay?",363,[],[],[],[],[],[],0,0
3734,"Kate Miller: Nooo. And there's really no reason he should find out, so ah let's not make a big deal about it, okay?","Kate Miller: Look umm, I, I was, I was just caught up in the moment. That's all it was. Joey, I'm-I'm sorry you feel bad, but haven't you ever sleep with a women where it meant more to her than it did to you?","Joey Tribbiani: What are you talking about? It was a big deal. I mean, come on you can't tell me last night didn't mean something to you. I-I was there, you're not that good an actress.",363,"['big deal', 'come on']","['F', 'F']","['2', '1']","['I', 'I']","[('big deal', 'F', '2', 'I'), ('come on', 'F', '1', 'I')]",[],2,1
3735,"Joey Tribbiani: What are you talking about? It was a big deal. I mean, come on you can't tell me last night didn't mean something to you. I-I was there, you're not that good an actress.",Joey Tribbiani: Nooo.,"Kate Miller: Look umm, I, I was, I was just caught up in the moment. That's all it was. Joey, I'm-I'm sorry you feel bad, but haven't you ever sleep with a women where it meant more to her than it did to you?",363,"['sleep with a women', 'sleep with a women']","['O', 'T']","['2', '2']","['I', 'I']","[('sleep with a women', 'O', '2', 'I'), ('sleep with a women', 'T', '2', 'I')]","[('sleep with a women', 'O', '2', 'I'), ('sleep with a women', 'T', '2', 'I')]",2,2
3736,"Kate Miller: Look umm, I, I was, I was just caught up in the moment. That's all it was. Joey, I'm-I'm sorry you feel bad, but haven't you ever sleep with a women where it meant more to her than it did to you?","Lauren: Hi, Kate!",Joey Tribbiani: Nooo.,363,[],[],[],[],[],[],0,0
3737,Joey Tribbiani: Nooo.,"Kate Miller: Hi, Lauren.","Lauren: Hi, Kate!",363,['Hi'],['G'],['1'],['I'],"[('Hi', 'G', '1', 'I')]",[],1,0
3738,"Lauren: Hi, Kate!","Joey Tribbiani: Hi, Lauren.","Kate Miller: Hi, Lauren.",363,[],[],[],[],[],[],0,0
3739,"Kate Miller: Hi, Lauren.","Lauren: Hi, pig!","Joey Tribbiani: Hi, Lauren.",363,['Hi'],['G'],['1'],['I'],"[('Hi', 'G', '1', 'I')]",[],1,0
3740,"Joey Tribbiani: Hi, Lauren.",,"Lauren: Hi, pig!",363,"['pig', 'pig']","['F', 'O']","['2', '2']","['I', 'I']","[('pig', 'F', '2', 'I'), ('pig', 'O', '2', 'I')]","[('pig', 'F', '2', 'I'), ('pig', 'O', '2', 'I')]",2,2
3741,,"Ross Geller: Sorry I ah, I scared you in there.","TRANSCRIPT_NOTE: [Scene: Monica and Rachel's, Monica and Ross are inspecting the damage to the dollhouse.]",364,['dollhouse'],['M'],['1'],['T'],"[('dollhouse', 'M', '1', 'T')]",[],1,0
3742,"TRANSCRIPT_NOTE: [Scene: Monica and Rachel's, Monica and Ross are inspecting the damage to the dollhouse.]","Monica Geller: Oh, that's okay. By the way, I was just checking the shower massager.","Ross Geller: Sorry I ah, I scared you in there.",364,['ah'],['G'],['1'],['I'],"[('ah', 'G', '1', 'I')]",[],1,0
3743,"Ross Geller: Sorry I ah, I scared you in there.",Ross Geller: Yeah.,"Monica Geller: Oh, that's okay. By the way, I was just checking the shower massager.",364,['shower massager'],['M'],['2'],['T'],"[('shower massager', 'M', '2', 'T')]","[('shower massager', 'M', '2', 'T')]",1,1
3744,"Monica Geller: Oh, that's okay. By the way, I was just checking the shower massager.",Phoebe Buffay: Hey!,Ross Geller: Yeah.,364,[],[],[],[],[],[],0,0
3745,Ross Geller: Yeah.,Monica Geller: I tried to reach you at work. There's....been a fire.,Phoebe Buffay: Hey!,364,['Hey'],['G'],['1'],['I'],"[('Hey', 'G', '1', 'I')]",[],1,0
3746,Phoebe Buffay: Hey!,Phoebe Buffay: What?! Oh my... Oh my God!! What happened?!,Monica Geller: I tried to reach you at work. There's....been a fire.,364,"['work', 'fire']","['S', 'I']","['1', '1']","['I', 'T']","[('work', 'S', '1', 'I'), ('fire', 'I', '1', 'T')]",[],2,0
3747,Monica Geller: I tried to reach you at work. There's....been a fire.,"Ross Geller: Well, we believe it originated here. In the Aroma Room.",Phoebe Buffay: What?! Oh my... Oh my God!! What happened?!,364,[],[],[],[],[],[],0,0
3748,Phoebe Buffay: What?! Oh my... Oh my God!! What happened?!,Phoebe Buffay: All right. Did everyone get out okay?,"Ross Geller: Well, we believe it originated here. In the Aroma Room.",364,[],[],[],[],[],[],0,0
3749,"Ross Geller: Well, we believe it originated here. In the Aroma Room.","Monica Geller: Well, the giraffe's okay. And so is the pirate.",Phoebe Buffay: All right. Did everyone get out okay?,364,[],[],[],[],[],[],0,0
3750,Phoebe Buffay: All right. Did everyone get out okay?,Phoebe Buffay: Ohh. What is this?,"Monica Geller: Well, the giraffe's okay. And so is the pirate.",364,[],[],[],[],[],[],0,0
3751,"Monica Geller: Well, the giraffe's okay. And so is the pirate.","Ross Geller: No Phoebe, don't look! You don't want to see what's under there!!",Phoebe Buffay: Ohh. What is this?,364,[],[],[],[],[],[],0,0
3752,Phoebe Buffay: Ohh. What is this?,"Phoebe Buffay: Ohh, the-the Foster puppets!","Ross Geller: No Phoebe, don't look! You don't want to see what's under there!!",364,"[""what's under there""]",['T'],['I'],['NA'],"[(""what's under there"", 'T', 'I', 'NA')]",[],1,1
3753,"Ross Geller: No Phoebe, don't look! You don't want to see what's under there!!","TRANSCRIPT_NOTE: (She picks up a charred piece of plastic that once was the Foster puppets, and starts to break down. Monica goes over and comforts her.)","Phoebe Buffay: Ohh, the-the Foster puppets!",364,[],[],[],[],[],[],0,0
3754,"Phoebe Buffay: Ohh, the-the Foster puppets!",,"TRANSCRIPT_NOTE: (She picks up a charred piece of plastic that once was the Foster puppets, and starts to break down. Monica goes over and comforts her.)",364,['Foster puppets'],['M'],['3'],['T'],"[('Foster puppets', 'M', '3', 'T')]","[('Foster puppets', 'M', '3', 'T')]",1,1
3755,,Rachel Green: So who's idea was it to put everybody in the diner on skates?,"TRANSCRIPT_NOTE: [Scene: Outside Central Perk, Rachel and Phoebe are helping Monica learn how to roller skate by rolling her between themselves.]",365,"['Central Perk', 'roller skate']","['E', 'S']","['2', '2']","['F', 'T']","[('Central Perk', 'E', '2', 'F'), ('roller skate', 'S', '2', 'T')]","[('Central Perk', 'E', '2', 'F'), ('roller skate', 'S', '2', 'T')]",2,2
3756,"TRANSCRIPT_NOTE: [Scene: Outside Central Perk, Rachel and Phoebe are helping Monica learn how to roller skate by rolling her between themselves.]","Monica Geller: Oh, some idiot customer put a suggestion in the suggestion box.",Rachel Green: So who's idea was it to put everybody in the diner on skates?,365,"['diner', 'skates']","['M', 'G']","['2', '2']","['T', 'T']","[('diner', 'M', '2', 'T'), ('skates', 'G', '2', 'T')]","[('diner', 'M', '2', 'T'), ('skates', 'G', '2', 'T')]",2,2
3757,Rachel Green: So who's idea was it to put everybody in the diner on skates?,"Phoebe Buffay: Oh my God, they took my idea!","Monica Geller: Oh, some idiot customer put a suggestion in the suggestion box.",365,['suggestion box'],['I'],['2'],['F'],"[('suggestion box', 'I', '2', 'F')]","[('suggestion box', 'I', '2', 'F')]",1,1
3758,"Monica Geller: Oh, some idiot customer put a suggestion in the suggestion box.",Monica Geller: That was you?!,"Phoebe Buffay: Oh my God, they took my idea!",365,['Oh my God'],['F'],['2'],['I'],"[('Oh my God', 'F', '2', 'I')]","[('Oh my God', 'F', '2', 'I')]",1,1
3759,"Phoebe Buffay: Oh my God, they took my idea!","Phoebe Buffay: Yeah! Okay, here you go.",Monica Geller: That was you?!,365,[],[],[],[],[],[],0,0
3760,Monica Geller: That was you?!,"Gunther: Rachel, I made you a cocoa.","Phoebe Buffay: Yeah! Okay, here you go.",365,[],[],[],[],[],[],0,0
3761,"Phoebe Buffay: Yeah! Okay, here you go.","TRANSCRIPT_NOTE: [He distracts her from catching Monica and Monica slams into her, knocking her down. Monica then falls on top of her.]","Gunther: Rachel, I made you a cocoa.",365,['cocoa'],['M'],['2'],['T'],"[('cocoa', 'M', '2', 'T')]","[('cocoa', 'M', '2', 'T')]",1,1
3762,"Gunther: Rachel, I made you a cocoa.","Phoebe Buffay: Oh my God, are you guys okay?","TRANSCRIPT_NOTE: [He distracts her from catching Monica and Monica slams into her, knocking her down. Monica then falls on top of her.]",365,"['slams into her', 'falls on top of her']","['G', 'G']","['2', '2']","['I', 'I']","[('slams into her', 'G', '2', 'I'), ('falls on top of her', 'G', '2', 'I')]","[('slams into her', 'G', '2', 'I'), ('falls on top of her', 'G', '2', 'I')]",2,2
3763,"TRANSCRIPT_NOTE: [He distracts her from catching Monica and Monica slams into her, knocking her down. Monica then falls on top of her.]",Gunther: Are you all right?,"Phoebe Buffay: Oh my God, are you guys okay?",365,[],[],[],[],[],[],0,0
3764,"Phoebe Buffay: Oh my God, are you guys okay?",Joey Tribbiani: Oh my.,Gunther: Are you all right?,365,['all right'],['G'],['1'],['I'],"[('all right', 'G', '1', 'I')]",[],1,0
3765,Gunther: Are you all right?,TRANSCRIPT_NOTE: (They both turn and give him a dirty look.),Joey Tribbiani: Oh my.,365,[],[],[],[],[],[],0,0
3766,Joey Tribbiani: Oh my.,,TRANSCRIPT_NOTE: (They both turn and give him a dirty look.),365,['dirty look'],['G'],['2'],['I'],"[('dirty look', 'G', '2', 'I')]","[('dirty look', 'G', '2', 'I')]",1,1
3767,,"Chandler Bing: So um, after you put the suggestion in the box, how long did it take for the roller skating thing to happen.","TRANSCRIPT_NOTE: [Scene: Chandler and Joey's, Chandler is talking to Phoebe about her suggestion.]",366,[],[],[],[],[],[],0,0
3768,"TRANSCRIPT_NOTE: [Scene: Chandler and Joey's, Chandler is talking to Phoebe about her suggestion.]","Phoebe Buffay: Umm, oh, about three months.","Chandler Bing: So um, after you put the suggestion in the box, how long did it take for the roller skating thing to happen.",366,['roller skating thing'],['M'],['2'],['I'],"[('roller skating thing', 'M', '2', 'I')]","[('roller skating thing', 'M', '2', 'I')]",1,1
3769,"Chandler Bing: So um, after you put the suggestion in the box, how long did it take for the roller skating thing to happen.","Chandler Bing: Okay, so I guess that's about ah, two weeks before the topless thing kicks in.","Phoebe Buffay: Umm, oh, about three months.",366,[],[],[],[],[],[],0,0
3770,"Phoebe Buffay: Umm, oh, about three months.",Joey Tribbiani: Hey!!,"Chandler Bing: Okay, so I guess that's about ah, two weeks before the topless thing kicks in.",366,['topless thing'],['F'],['2'],['I'],"[('topless thing', 'F', '2', 'I')]","[('topless thing', 'F', '2', 'I')]",1,1
3771,"Chandler Bing: Okay, so I guess that's about ah, two weeks before the topless thing kicks in.",Chandler Bing: Hey!,Joey Tribbiani: Hey!!,366,[],[],[],[],[],[],0,0
3772,Joey Tribbiani: Hey!!,Joey Tribbiani: I got you something! Open it! Open it!,Chandler Bing: Hey!,366,[],[],[],[],[],[],0,0
3773,Chandler Bing: Hey!,Chandler Bing: Okay. It's a chicken.,Joey Tribbiani: I got you something! Open it! Open it!,366,"['gift', 'opening a gift', ""excitedly saying 'Open it! Open it!'""]","['M', 'S', 'G']","['1', '1', '1']","['I', 'I', 'I']","[('gift', 'M', '1', 'I'), ('opening a gift', 'S', '1', 'I'), (""excitedly saying 'Open it! Open it!'"", 'G', '1', 'I')]",[],3,0
3774,Joey Tribbiani: I got you something! Open it! Open it!,"Joey Tribbiani: It's cute, huh?",Chandler Bing: Okay. It's a chicken.,366,['chicken'],['E'],['1'],['T'],"[('chicken', 'E', '1', 'T')]",[],1,0
3775,Chandler Bing: Okay. It's a chicken.,"Phoebe Buffay: Whoa-whoa-whoa, you guys, do you know anything about chicks?","Joey Tribbiani: It's cute, huh?",366,['cute'],['G'],['1'],['I'],"[('cute', 'G', '1', 'I')]",[],1,0
3776,"Joey Tribbiani: It's cute, huh?",Chandler Bing: Fowl? No. Women? Nooo.,"Phoebe Buffay: Whoa-whoa-whoa, you guys, do you know anything about chicks?",366,['chicks'],['F'],['2'],['I'],"[('chicks', 'F', '2', 'I')]","[('chicks', 'F', '2', 'I')]",1,1
3777,"Phoebe Buffay: Whoa-whoa-whoa, you guys, do you know anything about chicks?","Phoebe Buffay: Okay, well they are a huge responsibility, especially at this age. They require constant care. They-they need just the right food, and lot's and lot's of love.",Chandler Bing: Fowl? No. Women? Nooo.,366,['fowl'],['E'],['2'],['T'],"[('fowl', 'E', '2', 'T')]","[('fowl', 'E', '2', 'T')]",1,1
3778,Chandler Bing: Fowl? No. Women? Nooo.,"Joey Tribbiani: Oh, well no problem there.","Phoebe Buffay: Okay, well they are a huge responsibility, especially at this age. They require constant care. They-they need just the right food, and lot's and lot's of love.",366,"['right food', 'constant care']","['M', 'S']","['2', '1']","['I', 'I']","[('right food', 'M', '2', 'I'), ('constant care', 'S', '1', 'I')]","[('right food', 'M', '2', 'I')]",2,1
